Date of Crash,Crash Severity,Crashes
05/11/2023,Property Damage Only,111
05/11/2023,Major Injury,4
05/11/2023,Possible/Unknown,31
05/12/2023,Fatal,3
05/12/2023,Property Damage Only,135
05/12/2023,Possible/Unknown,23
05/12/2023,Minor Injury,18
05/12/2023,Major Injury,2
05/13/2023,Minor Injury,19
05/13/2023,Property Damage Only,88
05/13/2023,Major Injury,2
05/13/2023,Possible/Unknown,21
05/14/2023,Property Damage Only,74
05/14/2023,Possible/Unknown,10
05/14/2023,Minor Injury,23
05/14/2023,Major Injury,2
05/14/2023,Fatal,2
05/15/2023,Minor Injury,12
05/15/2023,Possible/Unknown,18
05/15/2023,Property Damage Only,94
05/15/2023,Major Injury,3
05/16/2023,Minor Injury,19
05/16/2023,Major Injury,5
05/16/2023,Possible/Unknown,18
05/16/2023,Property Damage Only,127
05/17/2023,Minor Injury,15
05/17/2023,Possible/Unknown,16
05/17/2023,Fatal,3
05/17/2023,Major Injury,5
05/17/2023,Property Damage Only,102
05/18/2023,Major Injury,4
05/18/2023,Possible/Unknown,21
05/18/2023,Property Damage Only,109
05/18/2023,Minor Injury,17
05/19/2023,Minor Injury,15
05/19/2023,Property Damage Only,110
05/19/2023,Possible/Unknown,29
05/19/2023,Major Injury,2
05/20/2023,Minor Injury,16
05/20/2023,Property Damage Only,90
05/20/2023,Major Injury,6
05/20/2023,Possible/Unknown,21
05/20/2023,Fatal,4
05/21/2023,Minor Injury,18
05/21/2023,Possible/Unknown,17
05/21/2023,Major Injury,3
05/21/2023,Fatal,2
05/21/2023,Property Damage Only,84
05/22/2023,Major Injury,6
05/22/2023,Possible/Unknown,30
05/22/2023,Property Damage Only,107
05/22/2023,Minor Injury,13
05/22/2023,Fatal,3
05/23/2023,Property Damage Only,113
05/23/2023,Possible/Unknown,16
05/23/2023,Minor Injury,16
05/23/2023,Major Injury,5
05/24/2023,Minor Injury,17
05/24/2023,Possible/Unknown,25
05/24/2023,Property Damage Only,118
05/24/2023,Major Injury,7
05/25/2023,Major Injury,3
05/25/2023,Minor Injury,32
05/25/2023,Property Damage Only,110
05/25/2023,Possible/Unknown,23
05/26/2023,Fatal,1
05/26/2023,Major Injury,5
05/26/2023,Property Damage Only,143
05/26/2023,Minor Injury,17
05/26/2023,Possible/Unknown,30
05/27/2023,Fatal,1
05/27/2023,Major Injury,6
05/27/2023,Property Damage Only,99
05/27/2023,Minor Injury,21
05/27/2023,Possible/Unknown,20
05/28/2023,Fatal,1
05/28/2023,Possible/Unknown,21
05/28/2023,Major Injury,5
05/28/2023,Minor Injury,16
05/28/2023,Property Damage Only,94
05/29/2023,Possible/Unknown,16
05/29/2023,Minor Injury,21
05/29/2023,Property Damage Only,82
05/29/2023,Major Injury,2
05/29/2023,Fatal,1
05/30/2023,Major Injury,8
05/30/2023,Property Damage Only,131
05/30/2023,Possible/Unknown,18
05/30/2023,Minor Injury,14
05/31/2023,Minor Injury,19
05/31/2023,Fatal,2
05/31/2023,Property Damage Only,149
05/31/2023,Major Injury,2
05/31/2023,Possible/Unknown,32
06/01/2023,Fatal,1
06/01/2023,Possible/Unknown,24
06/01/2023,Minor Injury,14
06/01/2023,Major Injury,3
06/01/2023,Property Damage Only,131
06/02/2023,Property Damage Only,143
06/02/2023,Fatal,1
06/02/2023,Major Injury,4
06/02/2023,Possible/Unknown,38
06/02/2023,Minor Injury,13
06/03/2023,Fatal,1
06/03/2023,Property Damage Only,104
06/03/2023,Major Injury,4
06/03/2023,Possible/Unknown,15
06/03/2023,Minor Injury,18
06/04/2023,Minor Injury,14
06/04/2023,Possible/Unknown,16
06/04/2023,Property Damage Only,92
06/04/2023,Fatal,1
06/04/2023,Major Injury,4
06/05/2023,Minor Injury,19
06/05/2023,Property Damage Only,98
06/05/2023,Possible/Unknown,20
06/05/2023,Major Injury,3
06/06/2023,Major Injury,4
06/06/2023,Possible/Unknown,18
06/06/2023,Property Damage Only,119
06/06/2023,Minor Injury,18
06/06/2023,Fatal,3
06/07/2023,Property Damage Only,111
06/07/2023,Major Injury,6
06/07/2023,Possible/Unknown,27
06/07/2023,Minor Injury,16
06/08/2023,Minor Injury,23
06/08/2023,Property Damage Only,103
06/08/2023,Major Injury,5
06/08/2023,Fatal,1
06/08/2023,Possible/Unknown,22
06/09/2023,Property Damage Only,119
06/09/2023,Fatal,4
06/09/2023,Minor Injury,21
06/09/2023,Possible/Unknown,33
06/10/2023,Fatal,3
06/10/2023,Minor Injury,13
06/10/2023,Possible/Unknown,24
06/10/2023,Major Injury,10
06/10/2023,Property Damage Only,88
06/11/2023,Major Injury,2
06/11/2023,Possible/Unknown,26
06/11/2023,Property Damage Only,70
06/11/2023,Fatal,1
06/11/2023,Minor Injury,13
06/12/2023,Major Injury,2
06/12/2023,Minor Injury,11
06/12/2023,Possible/Unknown,17
06/12/2023,Property Damage Only,100
06/13/2023,Major Injury,3
06/13/2023,Property Damage Only,90
06/13/2023,Possible/Unknown,21
06/13/2023,Minor Injury,15
06/14/2023,Major Injury,8
06/14/2023,Property Damage Only,103
06/14/2023,Fatal,1
06/14/2023,Possible/Unknown,23
06/14/2023,Minor Injury,12
06/15/2023,Property Damage Only,118
06/15/2023,Possible/Unknown,19
06/15/2023,Minor Injury,16
06/15/2023,Major Injury,6
06/16/2023,Property Damage Only,125
06/16/2023,Possible/Unknown,33
06/16/2023,Major Injury,7
06/16/2023,Minor Injury,22
06/17/2023,Possible/Unknown,22
06/17/2023,Major Injury,5
06/17/2023,Minor Injury,17
06/17/2023,Property Damage Only,102
06/18/2023,Minor Injury,13
06/18/2023,Property Damage Only,64
06/18/2023,Possible/Unknown,16
06/18/2023,Fatal,2
06/18/2023,Major Injury,3
06/19/2023,Possible/Unknown,24
06/19/2023,Major Injury,6
06/19/2023,Minor Injury,11
06/19/2023,Property Damage Only,115
06/20/2023,Fatal,4
06/20/2023,Major Injury,8
06/20/2023,Possible/Unknown,33
06/20/2023,Minor Injury,20
06/20/2023,Property Damage Only,105
06/21/2023,Minor Injury,21
06/21/2023,Property Damage Only,96
06/21/2023,Possible/Unknown,22
06/21/2023,Major Injury,2
06/22/2023,Fatal,1
06/22/2023,Possible/Unknown,22
06/22/2023,Minor Injury,13
06/22/2023,Major Injury,5
06/22/2023,Property Damage Only,111
06/23/2023,Major Injury,4
06/23/2023,Fatal,2
06/23/2023,Property Damage Only,95
06/23/2023,Minor Injury,35
06/23/2023,Possible/Unknown,27
06/24/2023,Fatal,2
06/24/2023,Minor Injury,25
06/24/2023,Major Injury,4
06/24/2023,Possible/Unknown,18
06/24/2023,Property Damage Only,93
06/25/2023,Minor Injury,14
06/25/2023,Major Injury,4
06/25/2023,Possible/Unknown,17
06/25/2023,Property Damage Only,69
06/26/2023,Property Damage Only,85
06/26/2023,Major Injury,2
06/26/2023,Minor Injury,23
06/26/2023,Fatal,3
06/26/2023,Possible/Unknown,26
06/27/2023,Property Damage Only,114
06/27/2023,Fatal,1
06/27/2023,Major Injury,4
06/27/2023,Possible/Unknown,23
06/27/2023,Minor Injury,13
06/28/2023,Property Damage Only,110
06/28/2023,Possible/Unknown,20
06/28/2023,Minor Injury,16
06/28/2023,Major Injury,5
06/29/2023,Minor Injury,20
06/29/2023,Major Injury,4
06/29/2023,Possible/Unknown,20
06/29/2023,Property Damage Only,121
06/30/2023,Minor Injury,21
06/30/2023,Possible/Unknown,34
06/30/2023,Property Damage Only,125
06/30/2023,Fatal,2
06/30/2023,Major Injury,8
07/01/2023,Possible/Unknown,21
07/01/2023,Major Injury,6
07/01/2023,Fatal,2
07/01/2023,Property Damage Only,73
07/01/2023,Minor Injury,21
07/02/2023,Fatal,2
07/02/2023,Minor Injury,14
07/02/2023,Possible/Unknown,23
07/02/2023,Major Injury,4
07/02/2023,Property Damage Only,67
07/03/2023,Possible/Unknown,26
07/03/2023,Property Damage Only,94
07/03/2023,Major Injury,2
07/03/2023,Minor Injury,18
07/04/2023,Property Damage Only,69
07/04/2023,Possible/Unknown,20
07/04/2023,Major Injury,4
07/04/2023,Minor Injury,13
07/04/2023,Fatal,1
07/05/2023,Major Injury,2
07/05/2023,Fatal,1
07/05/2023,Possible/Unknown,21
07/05/2023,Minor Injury,17
07/05/2023,Property Damage Only,94
07/06/2023,Property Damage Only,114
07/06/2023,Possible/Unknown,20
07/06/2023,Fatal,2
07/06/2023,Minor Injury,14
07/06/2023,Major Injury,4
07/07/2023,Major Injury,2
07/07/2023,Possible/Unknown,27
07/07/2023,Property Damage Only,100
07/07/2023,Minor Injury,22
07/08/2023,Fatal,2
07/08/2023,Property Damage Only,84
07/08/2023,Possible/Unknown,26
07/08/2023,Major Injury,3
07/08/2023,Minor Injury,12
07/09/2023,Fatal,2
07/09/2023,Possible/Unknown,18
07/09/2023,Property Damage Only,74
07/09/2023,Minor Injury,7
07/09/2023,Major Injury,1
07/10/2023,Major Injury,9
07/10/2023,Property Damage Only,107
07/10/2023,Possible/Unknown,20
07/10/2023,Minor Injury,22
07/11/2023,Fatal,2
07/11/2023,Major Injury,2
07/11/2023,Possible/Unknown,16
07/11/2023,Property Damage Only,108
07/11/2023,Minor Injury,21
07/12/2023,Major Injury,2
07/12/2023,Property Damage Only,107
07/12/2023,Possible/Unknown,20
07/12/2023,Minor Injury,16
07/13/2023,Property Damage Only,111
07/13/2023,Possible/Unknown,34
07/13/2023,Minor Injury,13
07/13/2023,Major Injury,4
07/14/2023,Possible/Unknown,25
07/14/2023,Property Damage Only,104
07/14/2023,Major Injury,2
07/14/2023,Minor Injury,21
07/14/2023,Fatal,3
07/15/2023,Fatal,1
07/15/2023,Property Damage Only,86
07/15/2023,Minor Injury,16
07/15/2023,Major Injury,5
07/15/2023,Possible/Unknown,22
07/16/2023,Possible/Unknown,17
07/16/2023,Fatal,1
07/16/2023,Property Damage Only,64
07/16/2023,Major Injury,5
07/16/2023,Minor Injury,11
07/17/2023,Major Injury,2
07/17/2023,Minor Injury,15
07/17/2023,Possible/Unknown,19
07/17/2023,Property Damage Only,85
07/18/2023,Fatal,2
07/18/2023,Major Injury,2
07/18/2023,Minor Injury,13
07/18/2023,Possible/Unknown,15
07/18/2023,Property Damage Only,80
07/19/2023,Property Damage Only,93
07/19/2023,Major Injury,4
07/19/2023,Minor Injury,13
07/19/2023,Fatal,1
07/19/2023,Possible/Unknown,21
07/20/2023,Property Damage Only,108
07/20/2023,Possible/Unknown,26
07/20/2023,Major Injury,2
07/20/2023,Minor Injury,25
07/21/2023,Possible/Unknown,33
07/21/2023,Minor Injury,20
07/21/2023,Fatal,1
07/21/2023,Property Damage Only,101
07/21/2023,Major Injury,7
07/22/2023,Possible/Unknown,17
07/22/2023,Fatal,1
07/22/2023,Property Damage Only,70
07/22/2023,Major Injury,4
07/22/2023,Minor Injury,18
07/23/2023,Fatal,1
07/23/2023,Minor Injury,18
07/23/2023,Possible/Unknown,20
07/23/2023,Property Damage Only,59
07/23/2023,Major Injury,3
07/24/2023,Major Injury,3
07/24/2023,Minor Injury,16
07/24/2023,Property Damage Only,87
07/24/2023,Possible/Unknown,24
07/25/2023,Property Damage Only,64
07/25/2023,Major Injury,2
07/25/2023,Possible/Unknown,19
07/25/2023,Minor Injury,13
07/26/2023,Minor Injury,16
07/26/2023,Possible/Unknown,18
07/26/2023,Major Injury,3
07/26/2023,Property Damage Only,104
07/26/2023,Fatal,1
07/27/2023,Minor Injury,14
07/27/2023,Possible/Unknown,18
07/27/2023,Major Injury,3
07/27/2023,Property Damage Only,70
07/28/2023,Major Injury,3
07/28/2023,Fatal,1
07/28/2023,Property Damage Only,105
07/28/2023,Possible/Unknown,27
07/28/2023,Minor Injury,17
07/29/2023,Possible/Unknown,13
07/29/2023,Fatal,4
07/29/2023,Minor Injury,14
07/29/2023,Property Damage Only,80
07/29/2023,Major Injury,9
07/30/2023,Fatal,1
07/30/2023,Major Injury,3
07/30/2023,Possible/Unknown,13
07/30/2023,Minor Injury,16
07/30/2023,Property Damage Only,64
07/31/2023,Possible/Unknown,19
07/31/2023,Property Damage Only,91
07/31/2023,Minor Injury,26
07/31/2023,Major Injury,5
08/01/2023,Fatal,2
08/01/2023,Possible/Unknown,23
08/01/2023,Minor Injury,12
08/01/2023,Major Injury,4
08/01/2023,Property Damage Only,105
08/02/2023,Possible/Unknown,29
08/02/2023,Fatal,1
08/02/2023,Major Injury,3
08/02/2023,Property Damage Only,98
08/02/2023,Minor Injury,17
08/03/2023,Major Injury,5
08/03/2023,Property Damage Only,111
08/03/2023,Minor Injury,20
08/03/2023,Possible/Unknown,27
08/03/2023,Fatal,1
08/04/2023,Possible/Unknown,22
08/04/2023,Major Injury,5
08/04/2023,Property Damage Only,105
08/04/2023,Fatal,1
08/04/2023,Minor Injury,20
08/05/2023,Minor Injury,24
08/05/2023,Possible/Unknown,22
08/05/2023,Property Damage Only,80
08/05/2023,Fatal,2
08/05/2023,Major Injury,3
08/06/2023,Possible/Unknown,24
08/06/2023,Major Injury,2
08/06/2023,Minor Injury,17
08/06/2023,Fatal,1
08/06/2023,Property Damage Only,92
08/07/2023,Minor Injury,21
08/07/2023,Possible/Unknown,20
08/07/2023,Major Injury,1
08/07/2023,Fatal,2
08/07/2023,Property Damage Only,80
08/08/2023,Possible/Unknown,21
08/08/2023,Minor Injury,13
08/08/2023,Major Injury,5
08/08/2023,Property Damage Only,79
08/08/2023,Fatal,2
08/09/2023,Property Damage Only,65
08/09/2023,Fatal,3
08/09/2023,Major Injury,3
08/09/2023,Minor Injury,12
08/09/2023,Possible/Unknown,13
08/10/2023,Property Damage Only,86
08/10/2023,Possible/Unknown,19
08/10/2023,Major Injury,5
08/10/2023,Minor Injury,23
08/11/2023,Property Damage Only,87
08/11/2023,Possible/Unknown,23
08/11/2023,Fatal,2
08/11/2023,Minor Injury,18
08/11/2023,Major Injury,6
08/12/2023,Possible/Unknown,22
08/12/2023,Property Damage Only,83
08/12/2023,Fatal,1
08/12/2023,Major Injury,7
08/12/2023,Minor Injury,17
08/13/2023,Property Damage Only,60
08/13/2023,Fatal,2
08/13/2023,Minor Injury,11
08/13/2023,Possible/Unknown,16
08/13/2023,Major Injury,7
08/14/2023,Property Damage Only,79
08/14/2023,Possible/Unknown,14
08/14/2023,Major Injury,3
08/14/2023,Minor Injury,22
08/15/2023,Property Damage Only,87
08/15/2023,Possible/Unknown,14
08/15/2023,Fatal,1
08/15/2023,Minor Injury,17
08/15/2023,Major Injury,8
08/16/2023,Possible/Unknown,29
08/16/2023,Major Injury,1
08/16/2023,Minor Injury,25
08/16/2023,Fatal,2
08/16/2023,Property Damage Only,96
08/17/2023,Fatal,2
08/17/2023,Major Injury,4
08/17/2023,Possible/Unknown,24
08/17/2023,Minor Injury,7
08/17/2023,Property Damage Only,100
08/18/2023,Possible/Unknown,36
08/18/2023,Minor Injury,14
08/18/2023,Fatal,2
08/18/2023,Major Injury,4
08/18/2023,Property Damage Only,96
08/19/2023,Minor Injury,22
08/19/2023,Possible/Unknown,18
08/19/2023,Fatal,1
08/19/2023,Property Damage Only,82
08/19/2023,Major Injury,8
08/20/2023,Fatal,2
08/20/2023,Property Damage Only,68
08/20/2023,Minor Injury,17
08/20/2023,Major Injury,1
08/20/2023,Possible/Unknown,19
08/21/2023,Fatal,3
08/21/2023,Minor Injury,16
08/21/2023,Possible/Unknown,21
08/21/2023,Major Injury,3
08/21/2023,Property Damage Only,93
08/22/2023,Fatal,1
08/22/2023,Major Injury,4
08/22/2023,Possible/Unknown,19
08/22/2023,Property Damage Only,95
08/22/2023,Minor Injury,15
08/23/2023,Minor Injury,16
08/23/2023,Property Damage Only,100
08/23/2023,Possible/Unknown,25
08/23/2023,Major Injury,5
08/24/2023,Possible/Unknown,23
08/24/2023,Property Damage Only,105
08/24/2023,Minor Injury,13
08/24/2023,Major Injury,5
08/25/2023,Minor Injury,21
08/25/2023,Property Damage Only,100
08/25/2023,Major Injury,5
08/25/2023,Possible/Unknown,30
08/26/2023,Minor Injury,11
08/26/2023,Possible/Unknown,29
08/26/2023,Fatal,3
08/26/2023,Property Damage Only,75
08/26/2023,Major Injury,7
08/27/2023,Possible/Unknown,24
08/27/2023,Minor Injury,14
08/27/2023,Property Damage Only,85
08/27/2023,Major Injury,4
08/28/2023,Property Damage Only,91
08/28/2023,Fatal,1
08/28/2023,Possible/Unknown,28
08/28/2023,Minor Injury,18
08/28/2023,Major Injury,6
08/29/2023,Possible/Unknown,24
08/29/2023,Fatal,3
08/29/2023,Minor Injury,16
08/29/2023,Major Injury,6
08/29/2023,Property Damage Only,101
08/30/2023,Minor Injury,20
08/30/2023,Major Injury,7
08/30/2023,Fatal,2
08/30/2023,Property Damage Only,97
08/30/2023,Possible/Unknown,24
08/31/2023,Possible/Unknown,29
08/31/2023,Property Damage Only,111
08/31/2023,Major Injury,4
08/31/2023,Minor Injury,16
09/01/2023,Property Damage Only,140
09/01/2023,Minor Injury,25
09/01/2023,Major Injury,8
09/01/2023,Possible/Unknown,31
09/02/2023,Possible/Unknown,22
09/02/2023,Fatal,3
09/02/2023,Property Damage Only,103
09/02/2023,Minor Injury,11
09/02/2023,Major Injury,5
09/03/2023,Minor Injury,17
09/03/2023,Possible/Unknown,21
09/03/2023,Property Damage Only,72
09/03/2023,Major Injury,7
09/04/2023,Major Injury,3
09/04/2023,Property Damage Only,79
09/04/2023,Possible/Unknown,10
09/04/2023,Fatal,3
09/04/2023,Minor Injury,14
09/05/2023,Major Injury,4
09/05/2023,Possible/Unknown,29
09/05/2023,Fatal,1
09/05/2023,Property Damage Only,110
09/05/2023,Minor Injury,23
09/06/2023,Possible/Unknown,27
09/06/2023,Major Injury,5
09/06/2023,Property Damage Only,95
09/06/2023,Minor Injury,13
09/06/2023,Fatal,1
09/07/2023,Major Injury,1
09/07/2023,Fatal,1
09/07/2023,Property Damage Only,97
09/07/2023,Possible/Unknown,29
09/07/2023,Minor Injury,13
09/08/2023,Minor Injury,13
09/08/2023,Property Damage Only,112
09/08/2023,Possible/Unknown,32
09/08/2023,Major Injury,9
09/09/2023,Minor Injury,20
09/09/2023,Major Injury,5
09/09/2023,Fatal,3
09/09/2023,Possible/Unknown,14
09/09/2023,Property Damage Only,84
09/10/2023,Fatal,1
09/10/2023,Major Injury,4
09/10/2023,Property Damage Only,73
09/10/2023,Minor Injury,16
09/10/2023,Possible/Unknown,25
09/11/2023,Minor Injury,16
09/11/2023,Possible/Unknown,30
09/11/2023,Property Damage Only,101
09/11/2023,Major Injury,2
09/12/2023,Possible/Unknown,21
09/12/2023,Property Damage Only,108
09/12/2023,Major Injury,2
09/12/2023,Minor Injury,18
09/13/2023,Major Injury,4
09/13/2023,Minor Injury,14
09/13/2023,Possible/Unknown,31
09/13/2023,Property Damage Only,110
09/14/2023,Major Injury,2
09/14/2023,Property Damage Only,120
09/14/2023,Minor Injury,8
09/14/2023,Possible/Unknown,32
09/15/2023,Minor Injury,21
09/15/2023,Property Damage Only,125
09/15/2023,Possible/Unknown,19
09/15/2023,Major Injury,6
09/16/2023,Property Damage Only,84
09/16/2023,Possible/Unknown,15
09/16/2023,Fatal,1
09/16/2023,Minor Injury,20
09/16/2023,Major Injury,4
09/17/2023,Property Damage Only,68
09/17/2023,Minor Injury,13
09/17/2023,Possible/Unknown,22
09/17/2023,Major Injury,1
09/18/2023,Possible/Unknown,27
09/18/2023,Property Damage Only,112
09/18/2023,Major Injury,3
09/18/2023,Minor Injury,14
09/18/2023,Fatal,1
09/19/2023,Possible/Unknown,29
09/19/2023,Fatal,1
09/19/2023,Property Damage Only,120
09/19/2023,Minor Injury,16
09/20/2023,Possible/Unknown,26
09/20/2023,Minor Injury,17
09/20/2023,Property Damage Only,116
09/20/2023,Major Injury,2
09/21/2023,Property Damage Only,107
09/21/2023,Major Injury,4
09/21/2023,Minor Injury,24
09/21/2023,Possible/Unknown,21
09/22/2023,Fatal,2
09/22/2023,Possible/Unknown,31
09/22/2023,Major Injury,4
09/22/2023,Minor Injury,17
09/22/2023,Property Damage Only,102
09/23/2023,Major Injury,6
09/23/2023,Fatal,1
09/23/2023,Possible/Unknown,19
09/23/2023,Property Damage Only,79
09/23/2023,Minor Injury,18
09/24/2023,Property Damage Only,68
09/24/2023,Major Injury,2
09/24/2023,Minor Injury,16
09/24/2023,Possible/Unknown,12
09/25/2023,Major Injury,3
09/25/2023,Possible/Unknown,36
09/25/2023,Minor Injury,18
09/25/2023,Property Damage Only,88
09/26/2023,Major Injury,2
09/26/2023,Possible/Unknown,21
09/26/2023,Fatal,1
09/26/2023,Minor Injury,19
09/26/2023,Property Damage Only,101
09/27/2023,Fatal,2
09/27/2023,Property Damage Only,113
09/27/2023,Major Injury,2
09/27/2023,Minor Injury,14
09/27/2023,Possible/Unknown,24
09/28/2023,Possible/Unknown,25
09/28/2023,Minor Injury,16
09/28/2023,Property Damage Only,100
09/28/2023,Major Injury,5
09/29/2023,Possible/Unknown,28
09/29/2023,Minor Injury,24
09/29/2023,Major Injury,5
09/29/2023,Fatal,3
09/29/2023,Property Damage Only,135
09/30/2023,Major Injury,6
09/30/2023,Fatal,1
09/30/2023,Possible/Unknown,23
09/30/2023,Property Damage Only,111
09/30/2023,Minor Injury,17
10/01/2023,Property Damage Only,86
10/01/2023,Major Injury,2
10/01/2023,Minor Injury,9
10/01/2023,Possible/Unknown,12
10/01/2023,Fatal,2
10/02/2023,Possible/Unknown,18
10/02/2023,Property Damage Only,99
10/02/2023,Minor Injury,17
10/03/2023,Property Damage Only,109
10/03/2023,Minor Injury,14
10/03/2023,Possible/Unknown,19
10/03/2023,Fatal,2
10/03/2023,Major Injury,2
10/04/2023,Major Injury,1
10/04/2023,Possible/Unknown,21
10/04/2023,Property Damage Only,98
10/04/2023,Minor Injury,20
10/05/2023,Property Damage Only,141
10/05/2023,Minor Injury,17
10/05/2023,Possible/Unknown,33
10/05/2023,Major Injury,2
10/06/2023,Major Injury,1
10/06/2023,Property Damage Only,132
10/06/2023,Minor Injury,14
10/06/2023,Possible/Unknown,27
10/07/2023,Fatal,4
10/07/2023,Minor Injury,13
10/07/2023,Property Damage Only,93
10/07/2023,Possible/Unknown,21
10/07/2023,Major Injury,3
10/08/2023,Fatal,1
10/08/2023,Possible/Unknown,18
10/08/2023,Major Injury,2
10/08/2023,Property Damage Only,79
10/08/2023,Minor Injury,19
10/09/2023,Minor Injury,15
10/09/2023,Property Damage Only,104
10/09/2023,Major Injury,1
10/09/2023,Possible/Unknown,30
10/10/2023,Property Damage Only,112
10/10/2023,Major Injury,2
10/10/2023,Minor Injury,8
10/10/2023,Possible/Unknown,28
10/11/2023,Possible/Unknown,26
10/11/2023,Property Damage Only,116
10/11/2023,Major Injury,2
10/11/2023,Fatal,1
10/11/2023,Minor Injury,15
10/12/2023,Minor Injury,22
10/12/2023,Property Damage Only,137
10/12/2023,Possible/Unknown,28
10/12/2023,Major Injury,4
10/13/2023,Fatal,1
10/13/2023,Major Injury,1
10/13/2023,Possible/Unknown,31
10/13/2023,Property Damage Only,160
10/13/2023,Minor Injury,21
10/14/2023,Minor Injury,11
